"","age_grp","region","future_decision_role","num_hh_vehicles","household_members_1","household_members_2","household_members_3","household_members_4","modes_used_1","modes_used_2","modes_used_3","modes_used_4","modes_used_5","modes_used_6","modes_used_7","modes_used_8","modes_used_9","modes_used_10","modes_used_11","modes_used_12","autonomous_aware","autonomous_att_1","autonomous_att_2","autonomous_att_3","autonomous_att_4","autonomous_att_5","autonomous_att_7","autonomous_att_8","autonomous_hhveh","autonomous_rideshare","autonomous_pooled","autonomous_pref","housing","income","gender","employment","student","education","license","drive_freq","transit_freq","tnc_freq","job_type","work_mode","work_distance","work_days","school_mode","school_distance","ethnicity","race_1","race_2","race_3","race_4","race_5","race_6","race_7"
"1935","2",5,2,2,0,0,0,3,"0","1","1","0","1","1","1","0","0","0","0","0","2",3,3,3,2,1,3,3,2,2,3,2,1,"3","0",1,4,"3","0",1,2,1,1,"1",26,3,"6",0,"1",1,0,0,0,1,0,0
"1936","1",3,1,1,0,0,0,1,"1","1","0","0","0","0","1","1","0","0","1","0","3",4,3,4,1,2,2,4,2,2,3,2,1,"2","1",1,1,"3","0",2,1,1,1,"3",2,5,"3",2,"1",0,0,0,0,1,0,0
"1937","3",5,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,3,1,1,3,1,2,1,2,1,"5","0",1,4,"3","0",1,0,0,1,"1",100,5,"6",0,"1",0,0,0,0,1,0,0
"1938","2",2,1,1,0,0,0,3,"1","1","1","1","0","1","0","0","0","0","0","0","2",3,4,1,4,1,1,3,2,1,3,2,1,"3","1",1,4,"3","0",1,0,0,1,"1",10,4,"6",0,"1",0,1,0,0,0,0,0
"1939","2",2,2,2,0,0,1,1,"0","0","1","0","0","0","1","0","0","0","0","0","2",4,1,3,1,1,2,4,2,3,3,2,1,"4","0",1,4,"4","0",1,0,4,1,"1",7,5,"6",0,"1",0,0,1,0,0,0,0
"1940","3",3,3,2,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","1",3,2,2,3,1,2,2,2,2,2,3,1,"3","1",5,4,"4","0",2,1,1,2,"1",100,1,"6",0,"1",0,0,0,0,0,0,1
"1941","3",2,1,1,0,0,0,2,"0","1","0","1","1","0","0","0","0","0","0","0","1",3,1,3,1,1,1,3,2,2,2,2,2,"2","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1942","3",2,2,2,0,0,0,3,"0","0","0","0","1","1","1","1","0","0","0","0","2",3,4,3,2,3,1,3,2,2,2,3,1,"4","1",2,4,"4","0",1,0,1,2,"1",16,4,"6",0,"1",0,0,0,0,1,0,0
"1943","2",5,2,1,0,0,0,2,"0","1","0","1","0","1","1","1","0","0","0","0","1",3,4,3,3,2,3,3,2,2,4,2,6,"3","0",1,4,"4","0",2,0,1,1,"3",0.5,5,"6",0,"1",0,0,0,0,1,0,0
"1944","1",5,2,3,0,0,0,3,"0","0","0","1","0","0","1","0","0","0","0","0","3",3,4,1,2,2,3,3,2,2,3,3,2,"3","0",1,4,"3","0",1,0,0,1,"1",5,5,"6",0,"1",0,1,0,0,0,0,0
"1945","1",6,2,2,0,2,0,3,"1","1","1","1","0","1","1","1","0","0","1","0","1",3,3,2,2,3,3,3,2,2,3,2,2,"2","1",1,2,"3","0",1,2,2,2,"2",7,5,"4",9,"0",1,0,0,0,1,0,0
"1946","2",2,1,2,0,0,0,4,"1","0","1","0","1","1","1","0","0","0","0","0","2",4,1,4,1,4,3,4,2,2,3,3,1,"4","0",1,4,"3","0",1,0,0,1,"1",14,4,"6",0,"1",0,0,0,0,1,0,0
"1947","1",2,2,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",3,4,1,2,1,1,2,2,2,2,4,1,"3","0",1,4,"3","0",1,0,0,1,"1",10,4,"6",0,"0",0,0,0,0,0,1,0
"1948","2",5,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",4,3,4,2,2,2,3,2,2,1,4,1,"4","0",1,4,"3","0",1,0,0,1,"1",4,5,"6",0,"1",0,0,0,0,1,0,0
"1949","2",6,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,1,1,4,2,1,3,1,1,2,1,1,"3","1",4,4,"4","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1950","2",6,1,1,0,1,0,1,"0","0","0","0","0","1","1","0","0","0","1","0","1",3,3,3,2,1,1,3,2,2,3,2,1,"3","1",1,4,"4","0",1,0,1,1,"1",3,5,"6",0,"1",0,0,0,0,1,0,0
"1951","2",1,3,4,0,0,0,4,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,2,2,2,2,2,2,2,2,4,1,"3","0",1,4,"3","0",1,0,0,1,"1",23,4,"6",0,"1",0,0,0,0,1,0,0
"1952","2",3,3,3,2,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,2,4,1,1,1,1,1,2,3,1,"2","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1953","1",2,2,2,1,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","1",3,3,4,2,1,1,3,2,2,2,2,6,"3","0",1,4,"3","0",1,0,0,1,"1",15,5,"6",0,"1",0,1,0,0,0,0,0
"1954","3",3,1,1,0,0,0,1,"0","1","0","0","0","0","0","0","0","0","0","0","1",2,3,3,3,1,1,1,1,1,2,2,6,"1","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1955","3",5,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","3",1,4,1,4,1,1,1,1,1,4,2,5,"2","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,1,0
"1956","3",2,1,2,0,0,0,1,"0","0","0","0","0","1","1","0","0","0","0","0","3",3,4,4,4,1,1,1,1,1,1,3,6,"2","0",4,4,"2","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1958","2",5,3,5,0,0,0,4,"0","0","0","0","0","0","0","0","0","0","0","0","3",3,3,3,2,1,3,3,2,2,2,1,1,"4","0",1,4,"3","0",1,0,0,4,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1959","2",5,1,1,0,0,0,1,"0","0","1","0","0","1","1","0","0","0","0","0","3",2,4,1,4,1,1,1,1,2,1,2,6,"4","0",1,4,"3","0",1,0,2,1,"1",5,4,"6",0,"1",0,0,0,0,1,0,0
"1960","3",2,3,3,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,4,1,4,1,1,1,1,1,1,2,1,"3","0",4,4,"2","0",1,0,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1961","2",2,3,1,0,0,0,2,"1","0","1","1","0","1","1","0","0","0","0","0","3",3,3,3,2,2,2,3,2,2,2,1,6,"2","0",1,1,"4","0",1,0,1,1,"3",1,5,"3",1,"1",0,1,0,0,1,1,0
"1962","3",2,3,1,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,2,1,"3","0",4,4,"4","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1963","3",6,1,2,0,0,0,1,"0","0","0","0","0","0","1","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,1,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1964","2",4,1,1,0,0,0,1,"0","0","1","1","1","1","1","0","0","0","0","0","3",4,2,3,1,2,3,3,2,2,3,1,1,"4","1",1,4,"3","0",2,0,1,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1965","3",5,1,3,0,0,0,2,"0","0","0","0","0","0","1","1","0","0","0","0","3",2,2,2,1,1,1,3,3,2,2,1,1,"5","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"1966","2",2,3,2,0,0,0,2,"0","1","0","1","0","1","1","1","0","0","0","0","2",3,2,3,2,3,2,3,1,1,3,1,2,"3","1",1,4,"4","0",1,0,1,1,"1",18,4,"6",0,"1",0,0,0,0,1,0,0
"1967","2",2,3,2,0,0,1,2,"0","1","0","0","0","0","0","1","0","0","0","0","2",2,3,3,1,1,3,4,2,2,4,3,6,"2","1",5,4,"2","0",1,0,0,2,"2",15,5,"6",0,"0",0,0,0,0,0,1,0
"1968","2",2,3,2,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,3,2,2,2,3,2,2,3,3,6,"2","0",1,4,"3","0",1,0,0,1,"1",41,5,"6",0,"1",0,0,0,0,1,0,0
"1969","3",1,1,2,0,0,0,1,"0","0","0","0","0","1","0","0","0","0","0","0","1",4,3,2,3,1,1,3,1,1,1,3,1,"3","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1970","1",2,3,3,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,4,4,2,1,1,4,2,2,1,3,1,"3","1",1,4,"4","0",1,0,0,1,"1",2,5,"6",0,"0",0,0,0,0,1,0,0
"1971","2",7,1,2,0,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","3",4,2,3,1,1,3,3,3,2,3,3,2,"4","0",1,4,"2","0",1,0,0,1,"1",23,5,"6",0,"1",0,0,0,0,1,0,0
"1972","2",6,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,1,4,1,2,4,4,2,2,4,1,1,"4","0",1,4,"4","0",2,0,0,1,"3",5,4,"6",0,"1",0,0,0,0,1,0,0
"1973","3",3,1,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,3,2,2,2,3,3,1,2,1,1,1,"2","0",4,4,"1","0",2,0,0,5,"6",0,0,"6",0,"0",0,0,0,0,1,0,0
"1974","2",2,3,2,0,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","3",3,2,3,3,1,1,1,1,1,3,4,2,"3","0",1,4,"3","0",1,0,0,1,"1",10,5,"6",0,"1",0,0,0,0,1,0,0
"1975","3",2,3,6,0,0,0,3,"0","0","0","0","0","1","1","0","0","0","0","0","2",3,4,2,1,2,3,3,2,2,2,3,1,"4","0",5,4,"4","0",1,0,0,2,"1",40,1,"6",0,"1",0,0,0,0,1,0,0
"1976","3",3,1,1,0,0,0,1,"1","0","0","0","0","0","1","0","0","0","0","0","3",1,4,3,3,1,1,1,2,1,2,2,1,"3","0",2,2,"4","0",1,0,0,1,"1",2,2,"1",2,"1",0,0,0,0,1,0,0
"1977","3",2,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,2,1,2,1,2,1,2,1,"5","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1978","2",5,2,2,0,0,1,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",2,3,4,3,1,1,3,2,2,1,3,2,"2","1",1,3,"3","0",1,0,0,1,"1",12,5,"6",0,"1",0,0,0,0,1,0,0
"1979","2",6,1,3,0,0,0,3,"0","0","1","0","1","1","0","1","0","0","0","0","2",1,4,2,2,2,1,1,1,1,1,2,1,"3","0",2,4,"4","0",1,0,0,1,"2",10,5,"6",0,"1",0,0,0,0,1,0,0
"1980","2",2,3,2,0,0,0,2,"0","0","0","0","1","1","1","0","0","0","0","0","2",1,1,4,2,1,1,1,2,1,3,3,5,"4","0",1,4,"4","0",2,0,3,2,"5",0,0,"6",0,"1",0,0,0,0,0,0,1
"1981","2",2,3,2,0,0,0,3,"0","0","0","0","0","1","0","0","0","0","0","0","2",3,3,2,2,2,2,1,2,2,1,3,1,"3","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"0",0,0,0,0,1,0,0
"1982","2",2,3,2,0,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","1",4,3,3,2,3,1,3,2,2,2,3,2,"3","1",1,4,"3","0",1,0,1,1,"1",3,4,"6",0,"1",0,0,0,0,1,0,0
"1983","2",4,2,1,0,0,0,1,"0","0","0","0","0","1","1","0","0","0","0","0","2",3,4,2,2,2,1,3,1,1,2,3,1,"3","0",1,4,"3","0",1,0,0,1,"1",16,5,"6",0,"1",0,0,0,0,1,0,0
"1984","2",2,1,2,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,4,1,3,1,1,3,2,2,2,2,1,"3","1",3,4,"4","0",1,0,0,4,"6",0,0,"6",0,"1",0,0,0,0,0,1,0
"1985","3",6,1,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,4,1,1,3,4,2,1,1,1,1,1,"3","0",5,4,"4","0",1,0,0,4,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1986","2",2,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,4,1,1,1,1,1,2,3,1,"2","0",1,4,"3","0",1,0,75,4,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1987","2",2,3,2,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",2,4,3,2,1,1,1,1,1,1,2,4,"3","1",1,4,"3","0",1,0,0,1,"1",30,5,"6",0,"0",0,0,0,0,1,0,0
"1988","2",5,3,2,0,0,0,2,"0","0","1","0","0","0","1","0","0","0","0","0","2",3,3,4,2,3,2,2,2,3,3,2,1,"4","0",5,4,"3","0",2,0,0,1,"1",35,2,"6",0,"1",0,0,0,0,1,0,0
"1989","1",4,3,2,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",4,1,3,1,2,3,2,3,2,3,4,1,"3","0",1,3,"4","0",1,0,0,1,"1",10,5,"6",0,"1",0,0,0,0,1,0,0
"1990","3",2,3,1,0,0,0,2,"0","1","1","0","1","1","1","1","0","0","0","0","2",4,3,4,1,3,1,4,2,2,3,2,1,"3","1",4,4,"3","0",1,0,2,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1991","2",4,3,2,0,0,1,2,"0","0","0","0","0","1","1","0","0","0","0","0","1",3,1,3,2,3,3,3,2,2,2,2,1,"4","0",1,4,"2","0",1,0,0,2,"1",12,5,"6",0,"1",0,0,0,0,1,0,0
"1992","3",6,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,1,1,4,3,1,1,1,1,1,3,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1993","2",2,1,2,0,0,0,2,"0","0","0","0","0","1","1","0","0","0","0","0","3",1,4,1,4,1,1,1,1,1,1,2,6,"4","1",5,4,"3","0",2,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1994","3",2,3,1,0,0,0,2,"0","0","0","0","1","1","1","0","0","0","0","0","1",3,2,4,1,2,2,3,3,2,3,4,1,"2","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1995","2",4,1,2,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","2",3,3,2,2,1,1,4,2,2,3,3,1,"3","0",1,4,"4","0",1,0,0,2,"1",12,4,"6",0,"1",0,0,0,0,1,0,0
"1996","3",2,3,2,0,0,0,2,"0","0","0","0","1","1","0","0","0","0","0","0","2",1,2,1,3,1,1,3,1,1,3,3,4,"2","1",4,4,"4","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"1997","2",5,1,2,0,2,0,2,"0","0","0","0","1","0","0","0","0","0","0","0","2",4,2,4,1,2,3,4,2,2,3,2,1,"4","0",1,4,"4","0",1,0,0,1,"1",4,4,"6",0,"1",0,0,0,0,1,0,0
"1998","1",2,3,3,0,0,0,3,"1","1","1","1","1","1","1","1","1","1","1","1","3",2,4,2,1,2,3,3,2,2,4,4,3,"2","0",2,2,"3","0",1,0,0,1,"1",5,5,"1",2,"1",0,0,0,0,1,0,0
"1999","1",3,3,1,0,0,0,2,"1","0","0","0","0","0","1","1","0","0","1","0","2",4,2,3,2,3,1,4,2,2,2,3,1,"4","1",5,4,"3","0",1,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2000","3",5,3,2,0,0,0,2,"0","1","1","1","1","1","1","0","0","0","0","0","2",3,4,3,2,2,3,3,2,2,2,4,1,"4","0",4,4,"3","0",2,10,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2001","2",4,3,2,0,0,0,3,"0","0","0","0","0","1","0","0","0","0","0","0","1",4,1,4,1,1,1,4,2,1,4,3,1,"3","1",1,4,"4","0",1,0,0,1,"1",8,5,"6",0,"1",0,0,0,0,1,0,0
"2002","2",1,3,3,0,2,0,3,"0","1","0","0","0","0","1","0","0","0","0","1","3",4,2,4,1,2,2,4,2,2,3,3,1,"5","1",1,4,"4","0",1,0,8,1,"1",15,5,"6",0,"1",0,1,0,0,0,0,0
"2003","2",5,2,1,0,0,0,2,"0","1","1","1","0","1","1","1","0","0","0","1","3",4,1,1,1,2,4,4,2,2,4,2,4,"4","0",1,4,"3","0",1,0,10,2,"1",22,1,"6",0,"1",0,0,0,0,1,0,0
"2004","2",6,1,1,0,0,1,1,"0","0","1","1","0","1","0","0","0","0","0","0","2",1,4,1,3,1,1,2,1,1,2,3,1,"1","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,0,0,1
"2005","1",6,1,1,0,0,0,3,"0","1","0","1","0","1","1","0","0","0","0","0","1",3,2,2,1,2,2,2,1,2,4,3,4,"2","1",1,4,"3","0",2,0,1,2,"1",10,5,"6",0,"0",0,0,0,0,0,1,0
"2006","2",1,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,4,4,1,1,3,1,1,1,3,2,"1","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2007","2",1,2,2,0,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","2",3,3,3,2,2,1,2,2,2,3,1,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2008","2",2,1,3,0,0,0,3,"1","1","0","1","0","1","0","0","0","0","0","0","3",1,4,1,1,1,1,1,1,1,4,3,1,"1","0",5,4,"1","0",2,0,0,4,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"2009","2",2,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,3,1,2,1,1,1,1,2,1,2,2,"5","1",2,4,"3","0",1,0,0,1,"1",3,2,"6",0,"1",0,1,0,0,0,0,0
"2010","3",4,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,1,1,1,1,1,1,1,1,3,1,"3","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2011","3",2,1,1,0,0,0,1,"0","0","0","0","0","1","0","0","0","0","0","0","1",3,1,4,1,1,1,3,2,2,3,1,2,"2","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"0",0,0,0,0,0,1,0
"2012","1",2,2,3,0,0,0,2,"0","0","0","0","0","1","1","1","0","0","0","0","1",4,2,3,1,4,4,4,2,2,2,3,1,"4","1",1,4,"3","0",1,0,0,1,"1",42,5,"6",0,"1",0,0,0,0,1,0,0
"2013","2",2,2,3,0,0,1,4,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,1,2,3,3,3,2,2,2,2,1,"4","0",1,4,"4","0",1,0,0,2,"1",30,5,"6",0,"1",0,0,0,0,1,0,0
"2014","1",5,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,1,2,1,3,2,2,2,4,2,"3","1",5,4,"3","0",2,0,0,1,"3",0.1,6,"6",0,"1",1,0,0,0,1,0,0
"2015","3",3,1,1,0,0,0,2,"1","0","0","0","0","0","0","0","0","0","0","0","2",4,1,4,1,1,1,3,3,2,4,4,1,"1","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2016","2",2,3,2,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","1",1,1,1,4,1,1,1,1,1,3,3,1,"5","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2017","2",3,3,2,2,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,1,2,1,1,1,2,1,3,3,1,"3","1",1,4,"3","0",1,0,0,1,"1",18,5,"6",0,"1",0,0,0,0,1,0,0
"2018","1",2,1,1,0,0,0,1,"0","1","1","0","1","1","1","1","0","0","0","0","2",1,4,4,2,1,1,2,2,2,1,1,6,"2","0",1,4,"3","0",1,0,0,1,"1",25,5,"6",0,"1",0,0,0,0,0,0,1
"2019","2",2,1,1,0,0,0,1,"0","1","0","0","0","0","1","1","0","0","0","0","1",1,1,2,4,1,1,1,1,1,3,1,2,"5","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,0,0,1
"2020","3",5,3,2,0,0,0,2,"0","0","1","0","1","0","1","1","0","0","0","0","2",3,2,3,2,3,2,3,2,3,2,2,1,"3","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2021","2",2,3,2,0,1,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,2,2,3,1,4,2,2,2,3,1,"3","0",1,4,"4","0",1,0,0,1,"3",0.5,5,"6",0,"1",0,0,0,0,1,0,0
"2022","2",2,1,1,0,0,0,2,"0","1","0","0","0","1","0","0","0","0","0","0","2",3,2,1,3,3,1,1,2,2,3,3,1,"2","0",1,4,"4","0",1,1,0,1,"5",3,5,"6",0,"0",1,0,0,0,0,0,0
"2023","2",5,1,1,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","3",4,2,4,4,1,1,3,1,2,3,1,1,"3","1",1,4,"2","0",1,1,1,1,"1",12,5,"6",0,"1",0,0,0,0,1,0,0
"2024","1",6,1,3,0,0,0,4,"0","0","0","0","0","0","1","0","0","0","0","0","2",4,2,2,1,2,2,1,2,1,2,4,1,"2","0",1,4,"3","0",1,0,0,1,"1",15,5,"6",0,"1",0,0,0,0,1,0,0
"2025","2",2,2,3,0,0,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","1",2,4,2,4,2,1,2,1,1,2,3,1,"3","1",1,4,"3","0",1,0,0,4,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2026","2",2,2,2,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,2,2,1,4,2,2,3,1,1,"3","1",1,4,"2","0",1,0,0,1,"1",15,5,"6",0,"1",0,0,0,0,1,0,0
"2027","2",2,2,3,0,0,0,3,"0","0","0","0","0","0","1","0","0","0","0","0","3",1,4,1,4,1,1,1,1,1,1,2,1,"4","0",1,4,"4","0",1,0,0,1,"1",15,5,"6",0,"1",0,0,0,0,0,0,1
"2028","2",2,2,2,1,1,0,2,"0","0","0","0","0","0","1","0","0","0","0","0","1",3,2,3,1,3,3,4,2,2,3,3,1,"3","0",1,4,"3","0",1,0,1,2,"1",20,5,"6",0,"1",0,0,0,0,1,0,0
"2029","3",5,3,4,0,0,0,3,"0","0","1","0","1","1","1","0","0","0","0","0","1",4,4,4,2,1,1,4,1,2,2,4,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2030","2",5,3,1,0,0,0,2,"0","1","1","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,1,1,1,4,2,1,"3","0",1,4,"2","0",1,0,0,1,"1",12,5,"6",0,"1",0,1,0,0,0,0,0
"2031","1",1,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",2,4,2,2,2,2,4,2,2,4,3,1,"2","1",2,4,"2","0",1,0,0,1,"1",1.9,5,"6",0,"1",1,0,0,0,0,0,0
"2032","2",3,1,2,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,4,2,4,2,1,2,1,2,4,1,1,"2","1",1,4,"2","0",1,0,0,1,"1",16,5,"6",0,"1",0,0,0,0,1,0,0
"2034","2",5,1,4,0,0,0,5,"0","0","0","0","0","1","0","0","0","1","0","0","2",3,4,3,4,1,1,3,1,1,3,3,1,"3","0",1,4,"3","0",1,0,0,1,"1",3,5,"6",0,"1",0,1,0,0,0,0,0
"2035","3",5,1,2,0,0,0,3,"0","1","1","0","0","0","0","0","0","0","0","0","1",2,4,1,4,3,1,1,1,2,1,3,1,"3","0",4,4,"4","0",2,2,0,5,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"2036","1",4,3,2,1,1,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,1,2,2,2,2,1,3,3,3,1,"2","0",1,3,"3","0",1,0,0,1,"1",15,3,"6",0,"1",0,0,0,1,0,0,0
"2037","2",5,1,1,0,0,0,3,"0","1","1","0","0","1","1","0","0","0","0","0","1",1,1,1,1,1,1,2,1,1,4,3,1,"2","1",1,4,"3","0",1,1,2,1,"1",13,5,"6",0,"1",0,0,1,0,0,0,0
"2038","2",2,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,2,2,2,1,1,3,2,2,2,2,1,"2","1",1,4,"3","0",2,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2039","1",2,2,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,4,4,4,4,4,4,2,2,1,3,6,"2","0",5,4,"3","0",3,2,0,3,"6",0,0,"6",0,"1",0,1,0,0,1,0,0
"2040","3",4,3,1,0,0,0,2,"0","1","1","0","0","0","0","0","0","0","0","0","2",3,2,3,2,1,1,3,1,2,3,3,1,"2","1",2,4,"4","0",1,0,0,1,"1",5,4,"6",0,"1",0,0,0,0,1,0,0
"2041","3",6,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,3,2,2,1,2,2,2,2,2,1,"2","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2042","3",2,3,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,2,1,1,1,4,1,"5","1",4,4,"4","1",5,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2043","2",6,1,1,0,0,0,1,"0","0","0","0","0","0","1","0","0","0","0","0","2",3,3,3,3,2,1,4,1,2,2,3,1,"2","0",4,4,"4","0",2,0,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2044","2",2,1,1,0,0,1,2,"0","0","1","1","0","0","0","1","1","0","0","1","3",3,3,3,4,4,3,4,3,1,1,2,2,"3","1",1,1,"2","0",1,3,4,1,"2",200,3,"1",30,"0",0,0,0,0,1,0,0
"2045","2",5,2,3,0,0,0,3,"0","0","1","0","0","0","1","0","0","0","0","0","1",3,2,3,2,2,1,3,2,2,3,2,1,"4","1",2,4,"4","0",1,0,0,1,"1",1,4,"6",0,"1",0,0,0,0,1,0,0
"2046","3",6,1,1,0,0,0,2,"0","0","1","0","0","1","0","0","0","0","0","0","1",3,3,3,3,3,3,3,2,2,2,3,1,"3","1",4,4,"2","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"2048","3",2,2,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,2,2,2,1,2,1,2,2,1,4,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
